Crop,Soil_Type,Nitrogen,Phosphorus,Potassium,Fertilizer,NPK_Ratio,Reason,Application
Tomato,Sandy,118,55,127,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Sandy,78,61,26,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Tomato,Sandy,105,14,136,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Sandy,124,30,50,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Sandy,100,27,133,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Tomato,Sandy,30,19,147,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Tomato,Sandy,90,65,64,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Sandy,91,49,99,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Sandy,91,48,78,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Sandy,48,60,52,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Sandy,92,26,102,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Sandy,98,25,31,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Sandy,33,50,131,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Sandy,24,58,67,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Sandy,70,70,65,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Sandy,68,12,34,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Sandy,47,13,103,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Tomato,Sandy,64,46,46,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Sandy,51,53,145,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Tomato,Sandy,25,68,96,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Sandy,79,43,32,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Tomato,Sandy,29,49,66,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Sandy,116,37,42,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Sandy,95,30,90,DAP,18-46-0,Phosphorus is severely deficient. DAP delivers high P (46%) essential for root development and energy transfer.,"Apply 80–100 kg/ha as basal dose, 5–10 cm below seed level before planting."
Tomato,Sandy,93,68,123,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,91,54,143,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,51,12,58,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,42,53,103,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Loamy,82,13,115,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Loamy,53,53,94,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Tomato,Loamy,55,20,35,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,107,69,105,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,30,37,115,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Tomato,Loamy,101,19,24,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Loamy,94,34,56,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Loamy,21,46,131,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Loamy,120,47,88,NPK 12-32-16,12-32-16,High phosphorus demand with moderate N and K deficiency. NPK 12-32-16 emphasises P with balanced N & K.,Apply 100–125 kg/ha as basal. Supplement with 30 kg/ha urea at 30 DAS.
Tomato,Loamy,28,46,71,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Loamy,83,36,54,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Loamy,29,31,36,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,38,74,79,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Loamy,75,67,149,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Tomato,Loamy,81,63,65,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Loamy,52,37,108,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Tomato,Loamy,91,31,40,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Loamy,86,20,96,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Loamy,92,56,118,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,111,43,116,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Loamy,85,23,27,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Loamy,49,39,101,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Clay,109,24,39,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Clay,121,18,84,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Clay,81,46,34,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Tomato,Clay,25,18,97,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Tomato,Clay,77,26,104,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Clay,106,14,86,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Clay,92,27,62,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Clay,84,68,126,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
Tomato,Clay,81,58,69,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Clay,87,41,47,MOP (Muriate of Potash),0-0-60,"Potassium is severely deficient. MOP (60% K) improves drought tolerance, disease resistance, and grain quality.",Apply 60–80 kg/ha: 50% basal at sowing + 50% at flowering. Avoid during dry spells.
Tomato,Clay,93,47,69,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Clay,115,13,63,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Clay,25,60,112,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Clay,54,54,73,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Clay,99,40,75,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Clay,118,27,39,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Clay,81,73,71,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Clay,26,33,87,NPK 20-20-0,20-20-0,Nitrogen and phosphorus are deficient; potassium is adequate. NPK 20-20-0 targets N & P without excess K.,Apply 120–150 kg/ha at sowing. Supplement with 30 kg/ha urea at tillering stage.
Tomato,Clay,37,53,149,Urea,46-0-0,Nitrogen is severely deficient. Urea (46% N) rapidly restores soil nitrogen for vegetative growth.,Apply 100–120 kg/ha split: 50% at sowing + 50% at 30 DAS. Incorporate into moist soil.
Tomato,Clay,67,34,74,NPK 10-26-26,10-26-26,Phosphorus and potassium are deficient; nitrogen is adequate. NPK 10-26-26 corrects P & K without excess N.,Apply 120–150 kg/ha as basal dose before planting. Ideal for fruiting crops.
Tomato,Clay,32,67,76,NPK 13-0-45,13-0-45,High potassium demand with adequate phosphorus. NPK 13-0-45 provides premium K and supplementary N for quality crops.,Apply 100–120 kg/ha: 40% basal + 60% at flowering/fruiting via fertigation.
Tomato,Clay,60,53,79,Ammonium Sulphate,21-0-0,Nitrogen is moderately low. Ammonium Sulphate provides N + sulphur — ideal for alkaline/sulphur-deficient soils.,Apply 100–150 kg/ha in two splits: at planting and 30–40 DAS.
Tomato,Clay,88,15,126,SSP (Single Super Phosphate),0-16-0,Severe phosphorus deficiency. SSP provides P with calcium and sulphur — ideal for legumes and oilseeds.,Apply 200–250 kg/ha as basal dose incorporated into soil before sowing.
Tomato,Clay,118,52,144,NPK 17-17-17,17-17-17,"All three nutrients (N, P, K) are below optimal. Balanced 17-17-17 corrects deficiencies uniformly.",Apply 150–200 kg/ha basal + 50–75 kg/ha top-dress at 30 & 60 DAS.
